epoch,accuracy,loss
0,0.0,0.06072114035487175
0,1.0,0.9373686909675598
0,1.0,0.34908053278923035
0,0.0,2.0802700519561768
0,1.0,0.0008363286033272743
0,1.0,1.744378924369812
0,1.0,0.205653578042984
0,0.0,1.9134814739227295
0,1.0,0.00010394262062618509
0,0.0,1.97519850730896
0,1.0,1.826342225074768
0,1.0,3.8169384002685547
0,1.0,1.674796462059021
0,1.0,1.6671584844589233
0,0.0,0.35070252418518066
0,1.0,0.3476433753967285
0,1.0,0.5841103792190552
0,1.0,0.701575517654419
0,1.0,0.3516746461391449
0,1.0,0.7206295132637024
0,1.0,0.010778733529150486
0,1.0,0.5098422765731812
0,1.0,0.9380802512168884
0,1.0,0.13087527453899384
0,1.0,0.6632646918296814
0,1.0,1.2182188034057617
0,1.0,0.23772801458835602
0,1.0,0.7266969084739685
0,1.0,0.07695476710796356
0,1.0,0.04764435067772865
0,1.0,0.09793448448181152
0,1.0,0.0903242751955986
0,1.0,0.8663948774337769
0,1.0,0.015732981264591217
0,1.0,0.11177126318216324
0,1.0,0.17015253007411957
0,1.0,0.7451647520065308
0,1.0,0.10821056365966797
0,1.0,0.7888941168785095
0,1.0,0.047631438821554184
0,1.0,0.0018260289216414094
0,1.0,0.006235218141227961
0,1.0,0.1340692937374115
0,1.0,0.008253646083176136
0,1.0,0.028362149372696877
0,1.0,0.5628698468208313
0,1.0,1.0250085592269897
0,1.0,0.005536026321351528
0,1.0,2.5932774543762207
0,1.0,0.01027579978108406
0,1.0,0.039208538830280304
0,1.0,0.017184272408485413
0,1.0,0.008702173829078674
0,1.0,0.1526309847831726
0,1.0,0.04044613242149353
0,1.0,0.2805972993373871
0,1.0,0.21241889894008636
0,1.0,0.4912993609905243
0,1.0,0.31840980052948
0,1.0,0.07815147936344147
0,1.0,0.02595183625817299
0,1.0,0.04773147404193878
0,1.0,0.8084712028503418
0,1.0,0.006638999562710524
0,1.0,0.21445384621620178
0,1.0,0.05260375887155533
0,1.0,0.5713277459144592
0,1.0,0.005900444928556681
0,1.0,0.4410974383354187
0,1.0,0.0010293020168319345
0,1.0,0.012282749637961388
0,1.0,1.193620204925537
0,1.0,0.12029607594013214
0,1.0,0.0509202815592289
0,1.0,0.03548971936106682
0,1.0,0.3722597360610962
0,1.0,0.043906666338443756
0,1.0,0.0006612394354306161
0,1.0,0.009242091327905655
0,1.0,0.007420557551085949
0,1.0,0.8526257276535034
0,1.0,0.3113618493080139
0,1.0,0.0109443673864007
0,1.0,0.020250700414180756
0,1.0,0.08457055687904358
0,1.0,0.47930753231048584
0,1.0,0.07087161391973495
0,1.0,2.5705437660217285
0,1.0,0.22112560272216797
0,1.0,0.03187563642859459
0,1.0,0.15954174101352692
0,1.0,7.454340084223077e-05
0,1.0,0.11605021357536316
0,1.0,0.2907530963420868
0,1.0,0.0036870373878628016
0,1.0,0.3073365092277527
0,1.0,0.6717601418495178
0,1.0,0.001979257445782423
0,1.0,1.5949546098709106
0,1.0,0.26321709156036377
0,1.0,0.7089602947235107
0,1.0,0.24863368272781372
0,1.0,1.9335139989852905
0,1.0,0.23232445120811462
0,1.0,0.06930658221244812
0,1.0,0.27593085169792175
0,1.0,0.0241195410490036
0,1.0,0.7774494290351868
0,1.0,0.5726159811019897
0,1.0,0.31128519773483276
0,1.0,0.35038623213768005
0,1.0,0.32614609599113464
0,1.0,0.8252010345458984
0,1.0,0.02751030959188938
0,1.0,0.5606508255004883
0,1.0,0.34333959221839905
0,1.0,1.5277715921401978
0,1.0,0.3040317893028259
0,1.0,0.26673510670661926
0,1.0,0.3149762451648712
0,1.0,1.2088950872421265
0,1.0,0.2135632038116455
0,1.0,0.11858298629522324
0,1.0,0.31741294264793396
0,1.0,0.035240717232227325
0,1.0,0.8040465712547302
0,1.0,0.2846447825431824
0,1.0,0.03151804953813553
0,1.0,0.039787571877241135
0,1.0,0.07259739935398102
0,1.0,0.2711274027824402
0,1.0,0.13374589383602142
0,1.0,0.7752885818481445
0,0.0,0.5096208453178406
0,1.0,0.07086577266454697
0,1.0,0.03614506497979164
0,1.0,0.07563239336013794
0,1.0,0.645731508731842
0,1.0,0.018487589433789253
0,1.0,0.6119304299354553
0,1.0,0.19851036369800568
0,1.0,0.008299379609525204
0,1.0,0.26851126551628113
0,1.0,0.0015472397208213806
0,1.0,0.3343523144721985
0,1.0,0.9765896797180176
0,1.0,1.1280150413513184
0,1.0,0.08914050459861755
0,1.0,0.6629859805107117
0,1.0,3.5502243041992188
0,1.0,0.9517148733139038
0,1.0,0.06502946466207504
0,1.0,0.752118706703186
0,1.0,1.804172396659851
0,1.0,1.896750807762146
0,1.0,2.4076030254364014
0,1.0,0.33494019508361816
0,1.0,0.5719490051269531
0,1.0,0.18986648321151733
0,1.0,5.500771999359131
0,1.0,4.053843975067139
0,1.0,0.15441913902759552
0,1.0,2.366966724395752
0,1.0,0.7653376460075378
0,1.0,0.13708101212978363
0,1.0,0.5947695970535278
0,1.0,0.40211451053619385
0,1.0,2.644901752471924
0,1.0,1.5163336992263794
